"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"640340","1","FLATS","1","3","12","1635","0","4","3","0","4","4","4","2000","2000","100","N","N","Y","2","Y","1","12406     SE 31ST                      ST      98005","12406","   ","SE","31ST                     ","ST  ","  ","98005"
"641515","10","SFR+AADU+DADU","3","3","3","1780","2119","4","3","0","4","6","3","2023","2023","100","N","N","N","2","N","1","2806         30TH                      AVE  W  98199","2806 ","   ","  ","30TH                     ","AVE ","W ","98199"
"644200","1","14 UNIT CONDO","1","4","14","1083","1214","3","3","0","4","5","4","1990","2006","100","Y","Y","Y","2","N","1","4557         45TH                      AVE  SW 98116","4557 ","   ","  ","45TH                     ","AVE ","SW","98116"
"644840","1","TOWNHOUSES","4","2","12","890","2689","3","3","0","4","4","4","1978","1993","100","N","N","N","2","N","1","3903         148TH                     AVE  NE 98007","3903 ","   ","  ","148TH                    ","AVE ","NE","98007"
"660073","1","Townhouses","1","3","3","1137","2424","3","3","0","4","4","3","2005","2005","100","N","N","Y","2","N","1","2615      S  240TH                     ST      ","2615 ","   ","S ","240TH                    ","ST  ","  ",""
"662100","1","FLATS & TOWNHOUSES","4","4","54","978","2161","3","3","0","4","4","4","1979","1993","100","N","N","Y","2","N","1","8851         166TH                     AVE  NE 98052","8851 ","   ","  ","166TH                    ","AVE ","NE","98052"
"662570","1","5 UNIT-3 STORY W/BSMT PARKING","1","3","5","1268","1202","3","3","0","4","6","3","1994","1994","100","N","N"," ","2","N","1","1533         18TH                      AVE  S  98144","1533 ","   ","  ","18TH                     ","AVE ","S ","98144"
"663380","1","FLATS","2","5","76","626","327","3","3","0","4","4","4","1990","1990","100","Y","Y","N","2","N","1","1616         SUMMIT                    AVE     98122","1616 ","   ","  ","SUMMIT                   ","AVE ","  ","98122"
"664080","1","9-UNIT CONDO","1","3","9","1092","2402","4","3","0","4","5","4","1975","1975","100","N","N","Y","2","Y","1","6620         LAKE WASHINGTON           BLVD    98033","6620 ","   ","  ","LAKE WASHINGTON          ","BLVD","  ","98033"
"664100","1","Flats","1","4","13","1035","884","3","3","0","4","5","5","1982","2006","100","Y","Y","Y","2","N","1","2115         CALIFORNIA                AVE  SW 98116","2115 ","   ","  ","CALIFORNIA               ","AVE ","SW","98116"
"664118","1","9 UNIT CONDO","1","3","9","551","667","3","3","0","4","4","5","1961","2000","100","N","N","N","1","Y","1","4451         WOODLAND PARK             AVE  N  98103","4451 ","   ","  ","WOODLAND PARK            ","AVE ","N ","98103"
"664130","1","Townhouses","2","2","8","850","2269","4","3","0","4","4","4","1970","1978","100","N","N","N","2","Y","1","10108     NE 68TH                      ST      98033","10108","   ","NE","68TH                     ","ST  ","  ","98033"
"664855","1","77 UNIT CONDO","9","3","77","1040","1531","3","3","0","4","5","5","1979","1979","100","N","N","Y","2","N","1","10545        MERIDIAN                  AVE  N  98133","10545","   ","  ","MERIDIAN                 ","AVE ","N ","98133"
"664878","1","TOWNHOMES","15","2","30","999","2991","3","3","0","4","4","4","1989","1989","100","N","N","Y","2","N","1","315       E  PARK                      ST      98045","315  ","   ","E ","PARK                     ","ST  ","  ","98045"
"664923","1","30 UNIT CONDO","3","3","30","1405","1840","4","3","0","4","6","4","1993","1993","100","Y","Y","Y","2","N","1","624          KIRKLAND                  WAY     98033","624  ","   ","  ","KIRKLAND                 ","WAY ","  ","98033"
"664941","1","12 UNIT CONDO","1","2","12","1706","1811","4","3","0","4","4","4","1991","1991","100","Y","Y","Y","2","N","1","703          4TH                       AVE     98033","703  ","   ","  ","4TH                      ","AVE ","  ","98033"
"664968","4","5 RESIDENTIAL UNITS&1 COM'L UNIT","1","4","5","1568","720","4","3","0","4","6","3","1997","1997","100","Y","Y"," ","2","N","1","1929         43RD                      AVE  E  98112","1929 ","   ","  ","43RD                     ","AVE ","E ","98112"
"664970","1","60 UNIT CONDO","3","3","60","1055","1835","3","3","0","4","4","4","1978","1990","100","N","N","Y","2","N","1","11640        100TH                     AVE  NE 98034","11640","   ","  ","100TH                    ","AVE ","NE","98034"
"665300","1","4 FLATS + 1 TOWNHOUSE","1","4","5","1592","1560","4","4","0","4","7","3","2008","2009","100","Y","Y","Y","2","N","1","371          100TH                     AVE  NE ","371  ","   ","  ","100TH                    ","AVE ","NE",""
"665450","1","FLATS","1","4","20","1117","910","3","3","0","4","4","4","1980","1997","100","Y","Y","Y","2","N","1","1520         15TH                      AVE  E  98112","1520 ","   ","  ","15TH                     ","AVE ","E ","98112"
"666913","1","58 UNIT CONDOMINIUM","11","2","58","1166","2861","3","3","0","4","4","3","1980","1980","100","N","N","Y","2","N","1","12400        74TH                      AVE  S  98178","12400","   ","  ","74TH                     ","AVE ","S ","98178"
"666916","2","20 UNIT CONDO","1","3","21","655","285","3","3","14","4","4","3","1929","1990","100","N","Y","N","1","Y","1","603          12TH                      AVE  E  98102","603  ","   ","  ","12TH                     ","AVE ","E ","98102"
"666917","1","8 FLAT UNITS","1","3","8","585","625","4","3","0","4","4","4","1987","1997","100","N","Y","Y","2","N","1","4226         BEACH                     DR   SW 98116","4226 ","   ","  ","BEACH                    ","DR  ","SW","98116"
"638935","10","CONDO+DADU","2","2","2","2424","5344","4","3","0","4","5","3","2024","2024","81","N","N","Y","2","N","1","13003        87TH                      AVE  NE 98033","13003","   ","  ","87TH                     ","AVE ","NE","98033"
"638942","1","","1","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","12832        ASHWORTH                  AVE  N  98133","12832","   ","  ","ASHWORTH                 ","AVE ","N ","98133"
"638943","10","SFR+DADU","2","2","2","2348","5247","3","3","0","4","5","3","2024","2024","100","N","N","Y","2"," ","1","13037     NE 104TH                     ST      ","13037","   ","NE","104TH                    ","ST  ","  ",""
"638945","10","SFR+DADU","2","3","2","2245","5270","4","3","0","4","6","3","2023","2023","100","N","N","Y","2","N","1","9518         14TH                      AVE  NW ","9518 ","   ","  ","14TH                     ","AVE ","NW",""
"638950","1","Flats","9","3","132","927","2182","3","3","0","4","4","4","1979","1979","100","N","N","Y","2","Y","1","15100     SE 176TH                     ST      98058","15100","   ","SE","176TH                    ","ST  ","  ","98058"
"638960","1","FLATS","1","3","6","1682","2137","4","4","0","4","7","3","1998","1998","100","Y","Y","Y","2","N","1","535          100TH                     AVE  NE 98004","535  ","   ","  ","100TH                    ","AVE ","NE","98004"
"638977","1","","0","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","12534        5TH                       AVE  NE 98125","12534","   ","  ","5TH                      ","AVE ","NE","98125"
"638978","10","SFR+AADU+DADU","2","3","3","1285","1260","3","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","1520      NE 75TH                      ST      98115","1520 ","   ","NE","75TH                     ","ST  ","  ","98115"
"638984","10","SFR+AADU+DADU","2","3","3","1141","1250","4","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","127          29TH                      AVE     ","127  ","   ","  ","29TH                     ","AVE ","  ",""
"638995","1","99 UNIT CONDO","13","2","99","1207","2446","3","3","0","4","5","3","1997","1997","100","N","N"," ","2","N","1","2000         132ND                     AVE  SE 98005","2000 ","   ","  ","132ND                    ","AVE ","SE","98005"
"639001","2","66 Res Units w/ parking","1","5","66","846","0","4","3","0","4","5","3","2010","2012","100","Y","Y","N","2"," ","0","101          KIRKLAND                  AVE     ","101  ","   ","  ","KIRKLAND                 ","AVE ","  ",""
"639020","1","3 SFR Detached Townhouses","3","3","3","2545","3000","4","4","100","4","6","3","2017","2017","100","N","N","N","2","N","1","10139     NE 63RD                      ST      ","10139","   ","NE","63RD                     ","ST  ","  ",""
"639021","10","SFR + DADU & Det Gar","2","2","2","1714","3994","4","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","10419        41ST                      AVE  SW 98146","10419","   ","  ","41ST                     ","AVE ","SW","98146"
"639025","10","SFR + AADU + DADU","3","2","3","1220","1774","4","3","0","4","4","3","2020","2020","100","N","N","Y","2","N","1","10213        40TH                      AVE  SW ","10213","   ","  ","40TH                     ","AVE ","SW",""
"639029","10","","1","2","1","1430","5842","3","3","0","4","6","3","2022","2022","100","N","N"," ","0","N","1","10809        108TH                     AVE  NE 98033","10809","   ","  ","108TH                    ","AVE ","NE","98033"
"639033","10","SFR+DADU","4","3","4","1105","1289","3","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","10302        INTERLAKE                 AVE  N  ","10302","   ","  ","INTERLAKE                ","AVE ","N ",""
"639034","10","DET SFR + DADU","2","2","2","1318","2480","3","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","10734        FREMONT                   AVE  N  ","10734","   ","  ","FREMONT                  ","AVE ","N ",""
"639037","10","DET SFR + ADU + DADU","2","2","3","1550","2480","3","3","0","4","4","3","2023","2023","75","N","N","N","2","N","1","10714        LINDEN                    AVE  N  ","10714","   ","  ","LINDEN                   ","AVE ","N ",""
"639041","10","SFR+DADU","2","2","2","1414","3020","3","3","0","4","4","3","2022","2022","100","N","N","N","2","N","1","1815         6TH                       AVE  W  98119","1815 ","   ","  ","6TH                      ","AVE ","W ","98119"
"639043","10","SFR+AADU+DADU","2","2","3","1035","2550","3","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","12727        EVANSTON                  AVE  N  98133","12727","   ","  ","EVANSTON                 ","AVE ","N ","98133"
"639045","10","SFR + DADU","2","2","2","2068","3320","4","3","0","4","5","3","2022","2022","100","N","N","Y","2","N","1","10246        40TH                      AVE  SW 98146","10246","   ","  ","40TH                     ","AVE ","SW","98146"
"639046","10","DET SFR + DADU","2","2","2","1264","4065","4","3","0","4","4","3","2022","2023","100","N","N","Y","2","N","1","134       N  136TH                     ST      98133","134  ","   ","N ","136TH                    ","ST  ","  ","98133"
"639047","1","2 X SFR","2","2","2","1789","3571","4","4","0","4","6","3","2023","2023","100","N","N","Y","2","N","1","119          5TH                       AVE  W  98033","119  ","   ","  ","5TH                      ","AVE ","W ","98033"
"639049","1","","1","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","11019        35TH                      AVE  NE 98125","11019","   ","  ","35TH                     ","AVE ","NE","98125"
"639065","1","","0","0","2","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","13010     NE 113TH                     ST      98033","13010","   ","NE","113TH                    ","ST  ","  ","98033"
"639070","3"," ","0","3","10","6940","0","3","3","0","1","5","3","2010","2010","0","Y","Y","N","0"," ","1","1         E  MAIN                      ST      ","1    ","   ","E ","MAIN                     ","ST  ","  ",""
"639071","10","SFR+AADU+AADU","2","2","3","1000","2300","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","11322        14TH                      AVE  NE 98125","11322","   ","  ","14TH                     ","AVE ","NE","98125"
"639072","4","","0","0","7","1","0","1","0","0","4","4","3","2025","0","0"," "," "," ","0"," ","0","1810         24TH                      AVE  S  98144","1810 ","   ","  ","24TH                     ","AVE ","S ","98144"
"667260","1","32 UNIT CONDO","1","3","32","1007","937","3","3","0","4","3","4","1979","1979","100","N","N","Y","2","N","1","233       SW 154TH                     ST      98166","233  ","   ","SW","154TH                    ","ST  ","  ","98166"
"667500","1","2008 Condo Conversion","7","3","49","825","1868","3","1","0","4","4","4","1990","1999","100","N","Y","Y","2","Y","1","14110     NE 179TH                     ST      98072","14110","   ","NE","179TH                    ","ST  ","  ","98072"
"670540","1","FLATS & TOWNHOUSES","4","3","20","1353","3232","3","3","0","4","5","3","1998","1998","100","N","N","Y","2","N","1","17827        80TH                      AVE  NE 98028","17827","   ","  ","80TH                     ","AVE ","NE","98028"
"670550","1","12 UNIT CONDO","1","3","12","673","1050","3","3","0","4","4","4","1969","1984","100","N","Y","N","1","Y","1","2111      E  JOHN                      ST      98112","2111 ","   ","E ","JOHN                     ","ST  ","  ","98112"
"676070","1","20 UNIT CONDO","1","4","20","1088","600","3","3","0","4","5","4","1985","1985","100","Y","Y","Y","2","N","1","8720         PHINNEY                   AVE  N  98103","8720 ","   ","  ","PHINNEY                  ","AVE ","N ","98103"
"678000","1","Flats & T/H's","1","3","9","1930","4213","5","4","0","4","6","4","1985","1985","100","N","Y","Y","2","N","1","6363         LAKE WASHINGTON           BLVD NE 98033","6363 ","   ","  ","LAKE WASHINGTON          ","BLVD","NE","98033"
